Reviews,Ratings
"Am using couple of days am observed below things and read carefully before buying this.
Cons:
1. Bettery drain very fastly😔 @ 3 to 4 hours backup of
normal usage and 100% charging @ 1:40hours
2. While charging highly heated backside laptop and
Charger as well.😢
3. Fans sound also comes high noise👎
4.Display is too much glossy, its like a mirror.🤣
5. Cemara below avarage.👎
6. Not Expandable Memory, No HDMI. 👎
7. Reaming battery indication shows abouslutly.
...",1
"Charger when used become to hot ..
Ther is an issue with charger which needs to be changed..",1
Pathetic experience from Flipkart.,1
The track pad doesn't work at times. This has happened thrice in 3 days. I have to forcefully restart the laptop to get it working again.,1
"Thunderbolt port stopped working in 1 month , screen bleeding issue .No onsite warranty is being provided .they have given address of third party vendor i visited them but haven't heard from them too. This is my 8th laptop but havnt faced any such issue from any other brand . First and last realme product.",1
"Charger when used become to hot ..
Ther is an issue with charger which needs to be changed..",1
Pathetic experience from Flipkart.,1
The track pad doesn't work at times. This has happened thrice in 3 days. I have to forcefully restart the laptop to get it working again.,1
"Thunderbolt port stopped working in 1 month , screen bleeding issue .No onsite warranty is being provided .they have given address of third party vendor i visited them but haven't heard from them too. This is my 8th laptop but havnt faced any such issue from any other brand . First and last realme product.",1
Overall good.as they said 11 hrs battery it not comming 11 hrs.. battery 🔋 is very bas..afteer i use 2months i am giving this rating..Go for other laptops which u know.. waste of mone friends,1
Ch# Laptop,1
"The laptop is not Evo certified. Had to return it.
Also, trackpad stopped working within hours.",1
Laptop doesn't work,1
"Good looking but speed is not so much..
Very bad laptop don't go to purchase this..
Within one month problems started not working properly",1
"Working stop after 2 month.
Feature is very good but quality is very poor.",1
"Performance is good, However the key board is missmatch, when we click @ it enters "" and some others keys are not working too",1
Worst Battery Backup,1
Worst in quality. Waste of money,1
Worst product don't wast money,1
"My mistake is buying Flipkart, this is the last product",1
Money waste,1
Very very bad products. Display brightness automatically up and Down. Battery life low. 1 to 2 hours only. Weast of money,1
touch pad is not working.,1
"This is a 32 bit OS machine, please be noted about this fraud hauling of review and media report, everyone is telling 64bit OS but mine it's clearly seen 32bit.",1
Don’t buy it from Flipkart ... They coerced me into purchasing this item .. very bad customer care service,1
"The laptop is so delicate and tend to be damaged very easily, especially the screen.",1
Don't buy this product. No value for money.,1
Worst and waste product,1
Worst,1
"Laptop looking very bad camera quality not good
No proper response .. better don't buy this laptop I request for technicians bt not visit long time very bad",1
Worst product,1
"Not a very good laptop, need to talk to an executive",1
Not perfect for students,1
Worst item,1
Even google apps is also not working properly........,1
"Product not working after 3 months of use.
Wastage of money not recommend any one to buy. HP service contacted, but they are charging money for repair of chromebook.",1
Product is not good,1
Bass,1
"Don't buy. Display is very delicate, developed a crack on touch.

HP says screen needs to be replaced and the cost is 120000, roughly 60% the total cost of laptop.

My recommendation stay away.",1
Poor response for flipkart.Charger Heating.Touch screen not working Properly.,1
Plz change this laptop because size are very small I wanted big size screen laptop,1
Don't buy this,1
Not good verry bed,1
This site is very helpless & bad. I will never buy any product on this site,1
Poor quality,1
It's not support windows software.,1
Size is small 🤏 even it is not fold full,1
"Stop Dont buy it,

its not laptop,

its a video game for 5 years old kids

its a mobile phone with keypad, never buy it, its a miss sell by hp and flipkart",1
I hate this product,1
"Not good features in that price. Speaker quality is very very bed. However, flipcart return policy is disgusting. Totally bed service by FLIPCART.",1
"Very basic PowerPoint presentation, Word document and Excel Sheets can be made, very basic with the lowest of the low functionalities. So, it's pretty much useless to me as a student.
This product also cannot be returned. Only REPLACEMENT. I've wasted my time in trying to rectify my mistake of buying this useless product and to top that,wasted my money in purchasing this item.
Please please be careful before buying this product.",1
This is very good product but not for office us There is no windows no Microsoft just like a phone,1
Speekar is bad,1
Very nice,1
Bad,1
Very poor quality. DON'T BUY THIS LAPTOP. THERE IS A BLACK SPOT ON MY SCREEN. I HAVE TRIED TO REPLACE IT ALSO BUT NO ONE HELPED ME.,1
Just dabba.. like child toy,1
Don't buy this product very small display I was cheated and not able to return. Don't buy this waste of money,1
Not able to save excel offline...facing difficulty while saving document offline .,1
This is really useless product only waste of money flipkart is provide Very bad service it doesn't provide full features of the product also don't provide return policy 😡😡,1
Display very poor,1
Bad,1
Very bad prodect,1
Not compatible. Waste of my hard earned money,1
😡😡😡😡😡😡 not good this products,1
If you intrest to purchase this product insted of this product you can purchase tab or mobile... We cannot able to install other apps ... Bad product...,1
bakwas quality waste of money,1
Very small display,1
Not good.,1
Only suitable for online classes,1
"Don't buy, you can't access word and excel , its showing huge plan ,",1
Google Play Store not working... I hated this laptop. Don't buy this product.,1
Simple waste it's just similar to the android phone my humble request don't go for it,1
